channel_id,name,niche,subscribers,view_count,video_count,engagement_rate_pct,avg_recent_views,avg_likes,avg_comments,view_to_sub_ratio_pct,videos_sampled,profile_url,custom_url,country,geography_label,published_at,maturity_label,subscriber_label,score_engagement,score_geography,score_niche_fit,score_maturity,score_subscriber,total_score,niche_keyword_hits,status,filter_reason,description,channel_keywords,uploads_playlist_id,thumbnail_url,query_used,fetched_at,classified_at
UCol5uTVP-lPuSO8e9Fqrtsw,BM Tech Tips,Technology,73600,16161872,1305,2.72,50449,430,15,68.55,8,https://www.youtube.com/channel/UCol5uTVP-lPuSO8e9Fqrtsw,@bmtechtips,IN,India (IN) — target market,2016-05-26T01:27:45Z,10y 3m old,Core micro band (10k-80k),21.76,20.0,20.0,10.0,10.0,81.76,5,PASS,"Engagement 2.72%, score 81.8/100, 5 niche keyword hits","Hello, friend's welcome to BM Tech Tips, BM Tech Tips is tech channel in this channel we will upload every day new videos on various category, so please guys don't forget to subscribe this channel for more informative videos in the Hindi language.

Our Video Categories

WordPress | SEO(Search Engine Optimization) | Blogger | Website | Hosting | VPS | Google Adsense | How To! | Android Tricks & Tips | Latest Tech News | YouTube Help and more.

For Business Enquiries & Sponsorship  - hi@bmtechtips.com

Stay Connected With us....

    Website   - https://bmtechtips.com
    Website   - http://veewom.com
    YouTube   - https://www.youtube.com/bmtechtips
    YouTube   - https://www.youtube.com/bharatmakwana
    Facebook  - https://www.facebook.com/BMTechTips
    Twitter   - https://twitter.com/imbharatmakvana
    Instagram - https://www.instagram.com/imbharatmakvana
   
Thanks, Bharat Makwana.","Website SEO WordPress Blog Web Tricks Tips Unboxing Reviews ""Hindi Tutorial"" ""Hindi Tech Channel"" Hindi",UUol5uTVP-lPuSO8e9Fqrtsw,https://yt3.ggpht.com/ytc/AIdro_kOJf4-ZIVw07enMMmbG6h02UyYIsB6n8FJTaH-iEZeqPE=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UCuCL2wCePWeblnWDnNjoy-g,Principles Personal Finance,Finance,30100,2499182,136,4.61,11846,318,111,39.36,8,https://www.youtube.com/channel/UCuCL2wCePWeblnWDnNjoy-g,@principlespersonalfinance,GB,Outside target market (GB),2020-10-29T22:46:15.645541Z,5y 9m old,Core micro band (10k-80k),36.88,4.0,20.0,10.0,10.0,80.88,5,PASS,"Engagement 4.61%, score 80.9/100, 5 niche keyword hits","Personal finance and financial education channel from a Chartered Financial Planner.  Discussing pensions, investments, saving and personal finance. This channel is here to help cut through the noise and help make better decisions.

I can be reached at: info@principlespersonalfinance.co.uk

PLEASE NOTE, this channel provides information on general financial planning and should NEVER been seen as advice. The information provided in these videos have been compiled from sources believed to be reliable and current, but accuracy should be placed in the context of the underlying assumptions. No investment decisions should be made solely based on the information in any of these videos. Please seek advice specific to you and with any investing, your capital is at risk.

","investing ""investing for beginners"" ""how to invest"" ""stocks and share for beginners uk"" ""how to invest"" ""personal finance uk"" ""investing uk"" ""how to invest money uk"" ""how to invest uk"" ""financial education"" ""personal finance"" wealth ""invest money uk"" PENSIONS ""pensions uk"" ""retirement planning"" ""retire early"" ""how to retire"" drawdown ""pension planning"" ""pensions explained"" ""financial planning"" ""pension planning uk"" ""financial adviser"" ""financial planner""",UUuCL2wCePWeblnWDnNjoy-g,https://yt3.ggpht.com/Sli6GfHRaHcDWwB3-2Kz7VsPYBYU6BDi5Lm5KVMSXYV3LjOMuBtUZiydQIdDL8e47X4z53lM_LA=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UCdqmHLO3ghwOoKHUnHFrkfQ,Paisa Bolta Hai,Finance,34400,4082608,2854,6.03,1032,75,5,3.0,8,https://www.youtube.com/channel/UCdqmHLO3ghwOoKHUnHFrkfQ,@paisaboltahai1,IN,India (IN) — target market,2020-09-19T09:47:44.888566Z,5y 11m old,Core micro band (10k-80k),40.0,20.0,0.0,10.0,10.0,80.0,0,FAIL,no 'Finance' keyword match in profile text,,,UUdqmHLO3ghwOoKHUnHFrkfQ,https://yt3.ggpht.com/4JcooOitaOJhit5-iP1OaBhOV5WDoByyIciMGlNWii7BLIQauQX_Af9s1XCvG44PfXVl0tL3RA=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UCFJn9dja3hnrU8Hi18Tw1ig,Athletics Federation of India,Gaming,95000,13092364,675,5.88,8918,300,1,9.39,7,https://www.youtube.com/channel/UCFJn9dja3hnrU8Hi18Tw1ig,@athleticsfederationofindia,IN,India (IN) — target market,2014-05-12T12:38:50Z,12y 3m old,Upper micro band (> 80k),40.0,20.0,4.44,10.0,5.0,79.44,1,PASS,"Engagement 5.88%, score 79.4/100, 1 niche keyword hits","Welcome to the official YouTube channel of the Athletics Federation of India (AFI), The National governing body for athletics in India.

AFI is committed to promoting and developing track and field from the grassroots level to international arenas. The federation organizes prestigious events such as the World Athletics Permit Meets, Asian Championships, Asian Grand Prix, and South Asian Championships, among others.

At the National Level, AFI hosts Senior and Junior National Championships, the Indian Grand Prix Series, and a wide range of regional and youth meets across track, field, road, and walking disciplines.

Tune in for live streams, event highlights, athlete stories, and inspiring performances that capture the spirit of Indian athletics.

Subscribe and stay connected with the champions of Indian track and field!
","""athletics federation of india"" ""athletics federation of india 2025"" 100m ""afi athletics"" ""afi athletics federation of india"" ""afi athletics live 2025"" ""match highlights today"" ""100m race india"" ""200m final world championship 2025"" ""Athletics India"" ""Indian Athletics"" ""Neeraj Chopra"" ""Athletics championships India"" ""Indian athletics highlights"" ""AFI events"" ""National athletics meet India"" ""Javelin throw training India"" ""Neeraj Chopra highlights"" ""Indian sprinters"" ""Athletics training India""",UUFJn9dja3hnrU8Hi18Tw1ig,https://yt3.ggpht.com/wBt-SaE8UxfCaKLadXABNoY-gtiEaqv9p_WvM_gU-PaOJdu0A48Rru8znit5iXOF41xdrVL0IA=s800-c-k-c0x00ffffff-no-rj,Gaming india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.622663+00:00
UC1tbwsIXAw8Hby1KRZY4zBQ,TECH MOBILE INDIA,Technology,15700,2571617,388,2.4,3250,41,12,20.7,8,https://www.youtube.com/channel/UC1tbwsIXAw8Hby1KRZY4zBQ,@techmobileindia,IN,India (IN) — target market,2019-04-19T16:37:22Z,7y 4m old,Core micro band (10k-80k),19.2,20.0,20.0,10.0,10.0,79.2,6,PASS,"Engagement 2.40%, score 79.2/100, 6 niche keyword hits","Hello Friends !

I love to make Technology, Mobile Software, Gadgets Unboxing Reviews & Comparison Videos.

Also upload Internet, Facts, Tips & Tricks videos
----------------------------------------------- 
""Please Subscribe my Channel""

Have a Good Day😊😊
HARISH KUMAR SAHA
Only for business inquiries Contact at-
Samr85989@gmail.com

","""TECH MOBILE INDIA"" ""INDIA TECH MOBILE"" ""MOBILE TECH INDIA"" TECH TRICK MOBILE INDIA vivo oppo #shorts ytshorts #ytshorts viral shorts ""unboxing review"" ""tech unboxing"" ""mobile unboxing"" ""gadget tech"" ""gadget review"" ""harish saha"" ""gyaan the"" ""gyan technology"" ""tech channel in hindi"" unboxing ""gyan tech"" gyan ""technical harish"" ""gyan ki baat"" ""tech guru"" ""tech channel"" ""gyan channel"" ""technical gyan"" ""tech channel in india"" review technical ""tech news today"" ""ai tech news"" ""mobile specification""",UU1tbwsIXAw8Hby1KRZY4zBQ,https://yt3.ggpht.com/ytc/AIdro_m6YR0r-9cDZGSv266Z5vLatzO_ebv0PMSoPlJYo-32Cg=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCvEpBSmWqqT-_0mLir-rVsQ,Personal Finance With Lerato Mochaki,Finance,5640,280434,230,6.74,536,32,3,9.51,8,https://www.youtube.com/channel/UCvEpBSmWqqT-_0mLir-rVsQ,@lerato_mochaki,ZA,Outside target market (ZA),2015-11-14T10:24:51Z,10y 9m old,Nano band (< 10k),40.0,4.0,20.0,10.0,5.0,79.0,6,PASS,"Engagement 6.74%, score 79.0/100, 6 niche keyword hits","Hi! I am Lerato Mochaki and welcome to my youtube channel where we talk everything personal finance. Are you ready to take control of your money and build a life of financial freedom? You're in the right place! On this channel, we simplify personal finance, break down budgeting strategies, share money-saving tips, and investing basics. I also share my own personal finance journey.

Please note that I am not a financial advisor and none of my videos constitute as financial advice and should not be perceived as such.

Don't forget to subscribe, turn on notifications, and join our growing community focused on financial freedom.


#personalfinance  #savemoney  #budgetingtips  #investingforbeginners  #debtfreejourney  #moneymindset  #financialfreedom #howtosavemoney #investing #investingtips #passiveincome #personalfinance #monthlybudgetplanning #budgetreset 


","DIVIDENDS INVESTING ""FINANCIAL FREEDOM"" EASYEQUITIES ""STOCK MARKET"" ""financial goals"" ""how to set and achieve financial goals"" ""how to save money"" ""saving money on a low income"" ""how to get out of debt fast"" ""debt management"" ""money saving tips for all ages"" ""money saving tips"" ""personal finance tips"" ""how to budget for beginners"" ""budgeting tips"" ""how to budget like a pro"" ""how to stop living paycheck to paycheck"" ""passive income"" ""emergency funds"" ""how to live below your means""",UUvEpBSmWqqT-_0mLir-rVsQ,https://yt3.ggpht.com/Kc2vJIWUz-B0p_XFkAIWxaFteH77YrUtmIhhAFcHC277BRppB6w4wTxEuJ9v8ODvLH3s6iPY=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.635888+00:00
UCdEUXDRVtQiVHyPEDuutlmg,Dhara's Yoga & Fitness,Fitness,51000,11315453,1007,2.37,4291,99,1,8.41,8,https://www.youtube.com/channel/UCdEUXDRVtQiVHyPEDuutlmg,@dharasyogaandfitness,IN,India (IN) — target market,2025-04-12T15:01:50.926074Z,1y 4m old,Core micro band (10k-80k),18.96,20.0,20.0,10.0,10.0,78.96,5,PASS,"Engagement 2.37%, score 79.0/100, 5 niche keyword hits","✅Here You can see videos and shorts showing transformation of Body with me.
Also You can be part of my daily lifestyle , travel journey if any, fitness tips etc. 

✅ONLINE YOGA CLASSES  Join WHAT'SAPP 

✅Hello all, Myself Dhara Patel, a government certified yoga trainer. Along with youtuber, I run government free yoga sessions. My mission is to inspire people to live a healthier life-habits, using the transformative power of yoga. Through this channel, I aim to teach all powerful knowledge of Yoga and to reveal health secrets in easy-to-implement ways that help you be fit and strong.
AAP SABHI LOG SUPPORT KARE
SAB LOG CHANNEL KO SUBSCRIBE KARE
THANKS 🙏🙏


Join my online daily class by clicking WhatsApp group link👇(fee Rs.499/month)
WhatsApp number:- 9909912146","""Dhara's Yoga & Fitness"" yogasana aerobic exercise ""weight loss"" ""health tips"" ""reduce belly fat"" ""improve stamina power"" ""body crunches"" suryanamaskar dand squats ""stretching exercise"" ""nutrition tips""",UUdEUXDRVtQiVHyPEDuutlmg,https://yt3.ggpht.com/5ihG2NdCvnLOOdeYtWhCbPJORDmAlqPcskHziGkECC47YIOO55PYZ1NQue-XHvP3q0DSI5Xq0g=s800-c-k-c0x00ffffff-no-rj,Fitness india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UC2Jr7n7WMpfDvdjy5coe--Q,saba beauty parlor,Beauty,14400,7308269,303,3.44,2642,87,3,18.35,8,https://www.youtube.com/channel/UC2Jr7n7WMpfDvdjy5coe--Q,@sababeutyparlour,PK,Nearby market (PK),2023-05-31T14:10:58.597604Z,3y 2m old,Core micro band (10k-80k),27.52,10.0,20.0,10.0,10.0,77.52,6,PASS,"Engagement 3.44%, score 77.5/100, 6 niche keyword hits","Assalamualaikum / 💕
Is channel par aapko milenge Beauty Parlour Makeup Tutorials jo bilkul beginners ke liye simple aur easy tareeke se sikhaye jaate hain 💄✨

Yahan aap seekh sakti hain:
✔️ Basic makeup step by step
✔️ Bridal makeup 

Shukriya 💖
Contact paid promotion 03181016997
","""makeup tutorial"" ""Best way to apply lipstick"" ""Easyhome makeup"" ""Party makeup at home"" ""#kashees makeup"" ""glowing skin tips"" ""natural makeup look"" ""How to apply eye lash"" ""beauty channel"" ""Step by step"" ""2026 trend"" ""Home salon tips"" ""Smokey eye"" ""Skin care"" ""Barat makeup look"" ""Valima makeup look"" ""Hd makeup"" ""Nikah look"" ""Water proof makeup"" ""Long lasting makeup"" Lipstick ""Hair cutting tutorial"" ""Hair color transformation"" ""Bridal transformation"" ""Hair cutting tutorial""",UU2Jr7n7WMpfDvdjy5coe--Q,https://yt3.ggpht.com/YMgKoVRzRNh0PY4BoL2jCH9zcW98uVAb7gpKTJN15Zh_PuCTtg9rWx8TH7YtmOmiA3EsJk_-Fw=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCQ3sOw75LZz-aEusHBN4e_Q,Kavita Patel Makeover | Makeup Educator,Beauty,34100,6030031,218,2.45,131255,2921,7,384.91,8,https://www.youtube.com/channel/UCQ3sOw75LZz-aEusHBN4e_Q,@kavitapatelmakeover,IN,India (IN) — target market,2017-08-30T18:17:13Z,8y 12m old,Core micro band (10k-80k),19.6,20.0,17.78,10.0,10.0,77.38,4,PASS,"Engagement 2.45%, score 77.4/100, 4 niche keyword hits","Makeup Artist | Makeup Educator | Beauty Business Coach | Surat

✨ Learn Bridal Makeup, Beauty Business & Makeup Skills
• Bridal Makeup Tutorials
• Makeup Tips & Hacks
• Beauty Business Growth
• Product Knowledge & Reviews
• Skin Prep & Makeup Theory
• Makeup Classes Online & Offline

📍Surat, India
📲 Collaboration & Classes: 9898351149
📸 Instagram: @kavitapatelmakeover","""Makeup Artist Surat"" ""Bridal Makeup Artist"" ""Makeup Educator India"" ""Makeup Classes Surat"" ""Indian Bridal Makeup"" ""Beauty Educator"" ""Makeup Tutorials Hindi"" ""Makeup Business Tips"" ""Bridal Makeup Course"" ""Makeup Academy Gujarat"" ""Makeup Hacks"" ""Beauty Content India"" ""Professional Makeup Artist"" ""Hindi Makeup Tutorials"" ""Kavita Patel Makeover""",UUQ3sOw75LZz-aEusHBN4e_Q,https://yt3.ggpht.com/z4p9EygXdFyu40vksFtHJtuWMPrkhDUFRYDvnnz3qjgxZzh0Myanm_JFyeukfm-EYCYImZrL=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UCU3qtDch6FEoduqYf-C4ehw,User's Review Tech Channel,Technology,59200,3978223,620,5.57,1987,102,10,3.36,8,https://www.youtube.com/channel/UCU3qtDch6FEoduqYf-C4ehw,@usersreviewtechchannel,TH,Outside target market (TH),2020-05-07T00:50:19.096979Z,6y 3m old,Core micro band (10k-80k),40.0,4.0,13.33,10.0,10.0,77.33,3,PASS,"Engagement 5.57%, score 77.3/100, 3 niche keyword hits","Mobile Phone & Tablet/iPad Review and Latest Tech Knowledge Sharing Channel From Myanmar.( For Work Please Contact to @philliphtut (Telegram) & 09681247164 ) 

Please follow our community and other platform as well ⏬ 

Youtube 👇
https://youtube.com/channel/UCU3qtDch6FEoduqYf-C4ehw

Telegram Admin Account 👇
https://t.me/philliphtut

Facebook 👇
https://www.facebook.com/Users-Review-108262100877076/

Tiktok 👇 
http://tiktok.com/@usersreviewtechchannel

","""United States"" thailand",UUU3qtDch6FEoduqYf-C4ehw,https://yt3.ggpht.com/6XTiZB1XEL7cFKnH4Ugzs7HZ19nXJVy8T83LZK2mpA1q7DDVFTHjpmpJdhnez3oF_aOuXvWxug=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UCn-prABn666gVgnoTgyXgSw,Review Tech Brasil,Technology,22900,5659327,740,5.8,359,16,2,1.57,8,https://www.youtube.com/channel/UCn-prABn666gVgnoTgyXgSw,@reviewtech,BR,Outside target market (BR),2016-07-02T02:06:45Z,10y 1m old,Core micro band (10k-80k),40.0,4.0,13.33,10.0,10.0,77.33,3,PASS,"Engagement 5.80%, score 77.3/100, 3 niche keyword hits","O Canal Review Tech trará uma série de vídeos a respeito de produtos de tecnologia com diversas reviews e, como não poderia faltar, a opinião de quem entende do assunto para ajudar você a fazer a melhor escolha na hora da compra!

🔥 https://www.reviewtech.com.br/
🔥 https://linktr.ee/reviewtech

Comunidade no Whatsapp: https://chat.whatsapp.com/G07UBVSDDxI1lY6HtglEJt

Grupo de Promoções do Telegram:
https://t.me/canalreviewtech

Tik Tok:
tiktok.com/@reviewtechbr

Instagram:
www.instagram.com/lbertoline

E-mail para contato e parcerias:
leo@reviewtech.com.br
","Games Tecnologia Reviews unboxing benchmark teste tech ""fones de ouvido bluetooth"" ""caixas de som"" notebooks celulares samsung motorola JBL comparativo smartphone smartwatch tablet notebook gamer",UUn-prABn666gVgnoTgyXgSw,https://yt3.ggpht.com/vmwIwOtQLpcbe8qrcwuAmmzKgE2W3Hyc5r8qWmJ5X1g1gZOtmRYOBrZ8OLLxb16Sklpz3D1fnA=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCdqYxe31nwmfDdlnpLsYRiQ,Personal Finance TV,Finance,19000,1914756,502,2.08,12024,172,9,63.29,8,https://www.youtube.com/channel/UCdqYxe31nwmfDdlnpLsYRiQ,@personalfinancetvofficial,IN,India (IN) — target market,2024-06-06T12:18:55.574142Z,2y 2m old,Core micro band (10k-80k),16.64,20.0,20.0,10.0,10.0,76.64,8,PASS,"Engagement 2.08%, score 76.6/100, 8 niche keyword hits","Finance. Uncomplicated. 


Struggling to make sense of your money? You're not alone & you're in the right place.

Welcome to Personal Finance TV, where we turn complex money topics into clear, relatable content you can actually use. From budgeting and saving to investing, paying off debt & building wealth, we break it all down with real-life stories, expert advice, and a bit of fun...because personal finance doesn’t have to be boring. Whether you're trying to stop living paycheck to paycheck, start your investment journey, or simply gain financial confidence, you’ll find the tools & strategies here.

New videos weekly on;
• Personal Finance Strategies
• Smart Money Habits
• Debt Management & Credit
• Budgeting Hacks
• Investing for Beginners
• Financial Freedom & Mindset

Ready to take control of your financial future? Subscribe now and join thousands of others working toward financial independence & peace of mind; one video at a time.
","""personal finance"" ""personal finance tv"" finance ""money tips"" ""money education"" education ""stock market updates"" ""financial wellness"" money ""financial planning"" ""money hacks"" business ""business podcast"" ""finance podcast"" ""mutual funds"" insurance ""p2p lending"" ""finance content"" ""stock market updates"" ""crypto currency""",UUdqYxe31nwmfDdlnpLsYRiQ,https://yt3.ggpht.com/k02X1BaEBeV4eIChKxfgKNqpRnUms_f4N6PyGH1NFPxLsk1ORwxwXR_uFVEY4Krmx67ezN6yVg=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Finance,65100,8705679,1228,5.79,14021,625,66,21.54,8,https://www.youtube.com/channel/UCMw07uiVxGULqePlrOZnx9A,@personalfinancewithleila,US,Outside target market (US),2019-12-05T00:33:47.204238Z,6y 8m old,Core micro band (10k-80k),40.0,4.0,12.0,10.0,10.0,76.0,3,PASS,"Engagement 5.79%, score 76.0/100, 3 niche keyword hits","I help overwhelmed individuals get control of their money and build better habits so they can pay off debt, save consistently, and feel confident about their finances! 🤑

My name is Leila (pronounced Lay-La) and on this channel I document my own journey to financial freedom while also creating educational and entertaining content around money.

I offer financial coaching to help you budget, create a saving plan and get out of debt: https://debtoverit.com/coaching/
",financial literacy,UUMw07uiVxGULqePlrOZnx9A,https://yt3.ggpht.com/jQWukM-SKjnmxhCuILiOXLCCBF8jAYgSqQUsyMFyoE7x_0HrSUweTFvALQVqEiAT5oBFhzvZDwc=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UCD-qZSqFPqyx43L6gAR8qfQ,CA Rachana Ranade (Hindi),Finance,36800,518428,110,5.79,301,14,1,0.82,8,https://www.youtube.com/channel/UCD-qZSqFPqyx43L6gAR8qfQ,@carachanaranadehindi,,Undisclosed (partial credit),2024-02-09T12:55:54.785971Z,2y 6m old,Core micro band (10k-80k),40.0,8.0,8.0,10.0,10.0,76.0,2,PASS,"Engagement 5.79%, score 76.0/100, 2 niche keyword hits","आप सभी को मेरा नमस्कार ! मैं, सीए रचना रानडे आपके लिए ""फायनान्स"" जैसे कठिन विषय को बहुत ही सरल शब्दों में पेश कर रही हूं और वह भी हमारी हिंदी भाषा में!

इस चैनल पर हम सीखेंगे कि पैसा कैसे कमायें,  बचाये और निवेश करें लेकिन वो भी मज़ेदार और आसान तरीके से!

आसान भाषा में Stock Market सीखने के लिए नीचे दिया गया Course देखें:

1. बेसिक्स ऑफ स्टॉक मार्केट (हिंदी)

Courses के बारे में अधिक जानने के लिए www.rachanaranade.com पर विज़िट करें।
अगर Courses से संबंधित कोई भी प्रश्न हो, तो +91 97635 04342 पर WhatsApp करें या support@rachanaranade.com पर E-mail करें।

हर घर तक Share Market का ज्ञान पहुँचाकर, लोगों में आर्थिक जागरूकता और अनुशासन बढ़ाना ही हमारा उद्देश्य है।

Collaborations के लिए संपर्क: +91 8830445446 | E-mail: brands@rachanaranade.com
",,UUD-qZSqFPqyx43L6gAR8qfQ,https://yt3.ggpht.com/T0Rwn5Yu3RdY95pNMYIkIyvkbjLmj2CO4ZrXoPruobilXTv2sgQA35K9HLwIs2t-xfE1DbG5=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.632425+00:00
UCqhRZnzfUig6jtRVtYpV7Eg,Personal Finance Club,Finance,19400,7842709,291,6.32,209,9,5,1.08,8,https://www.youtube.com/channel/UCqhRZnzfUig6jtRVtYpV7Eg,@personalfinanceclub,US,Outside target market (US),2019-02-03T01:21:54Z,7y 6m old,Core micro band (10k-80k),40.0,4.0,12.0,10.0,10.0,76.0,3,PASS,"Engagement 6.32%, score 76.0/100, 3 niche keyword hits","A champion of the individual investor, teaching to live below your means and buy and hold index funds.

IG: https://www.instagram.com/personalfinanceclub
FB: https://www.facebook.com/personalfinanceclub","investing ""personal finance"" debt ira money finance",UUqhRZnzfUig6jtRVtYpV7Eg,https://yt3.ggpht.com/ytc/AIdro_mPGy49O67K-mGfdayLZvU4PwPPU4W4ZCtP8L6Xzt4CeA=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.633779+00:00
UCJoM14_FRzdVAK4awLISSDA,School of Personal Finance ,Finance,70700,4420694,368,3.93,920,25,4,1.3,8,https://www.youtube.com/channel/UCJoM14_FRzdVAK4awLISSDA,@schoolofpersonalfinance,US,Outside target market (US),2017-12-28T13:17:23Z,8y 8m old,Core micro band (10k-80k),31.44,4.0,20.0,10.0,10.0,75.44,6,PASS,"Engagement 3.93%, score 75.4/100, 6 niche keyword hits","I want to help you become great with money! My name is Rich McCormack and I am a Certified Financial Planner™ in the state of NY. I am passionate about educating and empowering people just like you to take control of your personal finances and reach financial freedom. I also have an all-inclusive learning platform consisting of recorded courses, webinars, live classes, awesome resources, and 1:1 office hours to discuss your progress. Check out our website by clicking the link below. 


School of Personal Finance is an Investment Advisor registered with the State(s) of New York. All views, expressions, and opinions included in this communication are subject to change. This communication is not intended as an offer or solicitation to buy, hold or sell any financial instrument or investment advisory services.","""School of Personal Finance"" 403b ""Rich McCormack"" ""pay off your mortgage faster"" ""Roth IRA"" 401K ""403b fees"" ""retirement investing"" ""financial education"" ""retirement planning"" ""retire early"" ""stock market"" retire ""personal finance"" ""real estate investing"" ""life insurance"" ""net worth statement"" ""how to budget"" ""cash flow statement"" ""financial freedom"" ""financial literacy"" ""Fee only Advisor"" ""Financial Advisor"" Fiduciary ""financial planner"" ""financial plan"" xypn ""financial independence""",UUJoM14_FRzdVAK4awLISSDA,https://yt3.ggpht.com/34y4C9wcTMr6y8aY4W3EEjVXCjb0jIaspgJxzUsNYiOxTBu81OLRNuG-Dp9gg1G2eQQjsn9_xNg=s800-c-k-c0x00ffffff-no-rj,Finance india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
UCD0rHsZIKCrYKVZhxXxXd5w,Makeup By Aditi,Beauty,5460,556823,77,2.4,1288,29,2,23.59,8,https://www.youtube.com/channel/UCD0rHsZIKCrYKVZhxXxXd5w,@makeupbyaditi3166,IN,India (IN) — target market,2016-05-24T06:44:15Z,10y 3m old,Nano band (< 10k),19.2,20.0,20.0,10.0,5.0,74.2,5,PASS,"Engagement 2.40%, score 74.2/100, 5 niche keyword hits","this channel is going to be all about make-up ,beauty and fashion . here i will be uploading make-up tutorials and keeping you updated on latest and best make-up trends .so if you one of those who is make-up addict and make-up junkie ,than you are at the right place . WELCOME TO MY CHANNEL","makeup ""bridal makeup"" ""party makeup"" ""pre wedding makeup"" style ""beauty tips"" stylist ""makeup tips"" mua ""makeup artist"" ""beauty blogger"" ""beauty youtuber"" mua skincare",UUD0rHsZIKCrYKVZhxXxXd5w,https://yt3.ggpht.com/ytc/AIdro_nI0YHNLo6YUbo4HA-R3utzdl4HSXFwpySLps62i13Q3g=s800-c-k-c0x00ffffff-no-rj,Beauty india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.635888+00:00
UCM7SESBzXZzq1Dyo3GMYXLw,Dipuji Tech Tips,Technology,78400,18360453,1473,2.56,1535,0,12,1.96,8,https://www.youtube.com/channel/UCM7SESBzXZzq1Dyo3GMYXLw,@dipujitechtips,IN,India (IN) — target market,2020-06-13T13:58:47.815692Z,6y 2m old,Core micro band (10k-80k),20.48,20.0,13.33,10.0,10.0,73.81,3,PASS,"Engagement 2.56%, score 73.8/100, 3 niche keyword hits","( Evening 7pm to 8pm New Video Milega ) 

Hello Friends,
Mera name hai Dipu aur aap sabhi ka hamare youtube channel par swagat hai .Dosto hamare is channel par Youtube, Facebook, Instagram & Whatsapp se judi tips & tricks, Review, Tech news Sabkuch milega to aap channel ko subscribe jarur kare !!😊😊 

Follow me on :-
Instagram -  dipuji811
Facebook - dipuji811
Twitter - dipuji811

For Sponsorship & Business
Enquiries :-
dipujiofficial@gmail.com

Tech supports are not provided over this email.
","youtube hindi ""dipuji tech tips"" Dipuji ""Manoj Dey"" facebook instagram ""everything for all"" ""Instagram new update"" ""facebook ads on reels"" ""facebook in stream ads"" ""whatsapp web kaise use karte hai"" ""facebook monetization"" ""facebook earning"" ""facebook monetization problem"" ""Carry Techmind"" ""Profile has some issues facebook"" ""add tax info to get paid facebook"" ""facebook account locked how to unlock"" ""Facebook policy issues"" ""facebook monetization"" ""fb reels viral"" ""facebook se paisa kaise kamaye""",UUM7SESBzXZzq1Dyo3GMYXLw,https://yt3.ggpht.com/ytc/AIdro_ndkQyqAbmsBzS8KrDBgYVEY-BYa1NNf14EYTQvnJaXSA=s800-c-k-c0x00ffffff-no-rj,Technology india,2026-08-24T14:26:03.027910+00:00,2026-08-24T14:40:01.626040+00:00
